customer_id,customer_name,gender,age,customer_type,city,join_date,email,phone,loyalty_points,age_group,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Group,RFM_Score,Segment
2664,Customer_2664,Female,64,Regular,Delhi,2020-04-16,cust2664@email.com,+91-9161782487,1373,55+,161.0,5.0,19539.92,3.0,3.0,4.0,334,10.0,Loyal Customers
2665,Customer_2665,Female,52,Occasional,Bangalore,2020-03-18,cust2665@email.com,+91-7504729135,956,45-54,142.0,4.0,19520.9,3.0,3.0,4.0,334,10.0,Loyal Customers
2666,Customer_2666,Male,69,New,Bangalore,2020-11-12,cust2666@email.com,+91-7400247855,1701,55+,305.0,4.0,12712.75,2.0,3.0,2.0,232,7.0,At Risk
2667,Customer_2667,Male,31,Regular,Goa,2020-10-21,cust2667@email.com,+91-9071209024,2941,25-34,30.0,7.0,22192.95,5.0,5.0,4.0,554,14.0,Champions
2668,Customer_2668,Female,65,Regular,Goa,2020-07-23,cust2668@email.com,+91-9832069709,2482,55+,42.0,5.0,20742.37,5.0,3.0,4.0,534,12.0,Loyal Customers
2669,Customer_2669,Female,48,New,Delhi,2021-01-31,cust2669@email.com,+91-7559758111,1303,45-54,219.0,5.0,18063.37,2.0,3.0,3.0,233,8.0,At Risk
2670,Customer_2670,Male,48,Regular,Delhi,2021-10-05,cust2670@email.com,+91-9591903901,370,45-54,30.0,3.0,12023.13,5.0,2.0,2.0,522,9.0,Potential Loyalists
2671,Customer_2671,Female,34,New,Bangalore,2020-11-17,cust2671@email.com,+91-9316215674,2980,25-34,112.0,7.0,30593.29,4.0,5.0,5.0,455,14.0,Champions
2672,Customer_2672,Male,41,VIP,Chennai,2020-02-16,cust2672@email.com,+91-7005154842,2296,35-44,67.0,5.0,13867.24,4.0,3.0,3.0,433,10.0,Loyal Customers
2673,Customer_2673,Female,69,New,Delhi,2021-09-26,cust2673@email.com,+91-9914390260,4798,55+,389.0,3.0,6454.610000000001,1.0,2.0,1.0,121,4.0,Lost / Hibernating
2674,Customer_2674,Male,40,Occasional,Bangalore,2021-06-26,cust2674@email.com,+91-9788429082,2125,35-44,44.0,9.0,20913.41,5.0,5.0,4.0,554,14.0,Champions
2675,Customer_2675,Female,35,VIP,Mumbai,2021-08-11,cust2675@email.com,+91-8853264746,2966,35-44,237.0,4.0,21874.45,2.0,3.0,4.0,234,9.0,At Risk
2676,Customer_2676,Male,67,Occasional,Goa,2020-08-31,cust2676@email.com,+91-9242162891,4145,55+,38.0,6.0,21702.48,5.0,4.0,4.0,544,13.0,Champions
2677,Customer_2677,Male,31,Occasional,Chennai,2021-02-04,cust2677@email.com,+91-8806824124,2742,25-34,32.0,3.0,7729.339999999999,5.0,2.0,1.0,521,8.0,Potential Loyalists
2678,Customer_2678,Male,67,Occasional,Bangalore,2021-04-22,cust2678@email.com,+91-8590759039,4021,55+,83.0,9.0,31493.66,4.0,5.0,5.0,455,14.0,Champions
2679,Customer_2679,Male,32,Regular,Mumbai,2021-12-26,cust2679@email.com,+91-7186566008,2364,25-34,93.0,5.0,22153.19,4.0,3.0,4.0,434,11.0,Loyal Customers
2680,Customer_2680,Female,32,Occasional,Goa,2021-04-09,cust2680@email.com,+91-9996353041,762,25-34,491.0,1.0,10266.23,1.0,1.0,2.0,112,4.0,Lost / Hibernating
2681,Customer_2681,Male,23,Occasional,Mumbai,2020-12-05,cust2681@email.com,+91-9275544610,4062,<25,376.0,4.0,4881.7,1.0,3.0,1.0,131,5.0,At Risk
2682,Customer_2682,Female,44,New,Bangalore,2021-05-05,cust2682@email.com,+91-8842353139,1004,35-44,166.0,9.0,33648.53,3.0,5.0,5.0,355,13.0,Loyal Customers
2683,Customer_2683,Male,32,VIP,Delhi,2020-10-01,cust2683@email.com,+91-7985635941,3755,25-34,5.0,8.0,17231.27,5.0,5.0,3.0,553,13.0,Champions
2684,Customer_2684,Male,67,VIP,Goa,2021-04-03,cust2684@email.com,+91-9070704425,2846,55+,7.0,5.0,14311.94,5.0,3.0,3.0,533,11.0,Loyal Customers
2685,Customer_2685,Male,53,Regular,Mumbai,2021-01-29,cust2685@email.com,+91-8637398296,349,45-54,47.0,2.0,8153.92,5.0,1.0,1.0,511,7.0,New Customers
2686,Customer_2686,Male,25,VIP,Delhi,2021-02-26,cust2686@email.com,+91-8505462528,2964,25-34,335.0,2.0,3537.77,2.0,1.0,1.0,211,4.0,About to Sleep
2687,Customer_2687,Male,32,Occasional,Chennai,2020-05-15,cust2687@email.com,+91-9529942267,686,25-34,234.0,2.0,13041.1,2.0,1.0,2.0,212,5.0,About to Sleep
2688,Customer_2688,Male,20,New,Bangalore,2020-05-25,cust2688@email.com,+91-9992336359,4637,<25,79.0,4.0,17765.760000000002,4.0,3.0,3.0,433,10.0,Loyal Customers
2689,Customer_2689,Female,64,New,Bangalore,2021-12-21,cust2689@email.com,+91-9474420092,3126,55+,827.0,1.0,3612.1,1.0,1.0,1.0,111,3.0,Lost / Hibernating
2690,Customer_2690,Male,30,Regular,Goa,2021-04-09,cust2690@email.com,+91-7419690931,4456,25-34,102.0,3.0,8096.88,4.0,2.0,1.0,421,7.0,Potential Loyalists
2691,Customer_2691,Female,58,New,Mumbai,2020-03-03,cust2691@email.com,+91-8827463042,2755,55+,19.0,7.0,36893.82,5.0,5.0,5.0,555,15.0,Champions
2692,Customer_2692,Female,51,Regular,Chennai,2020-12-29,cust2692@email.com,+91-7575023565,3524,45-54,7.0,6.0,31685.93,5.0,4.0,5.0,545,14.0,Champions
2693,Customer_2693,Male,41,Occasional,Goa,2020-01-23,cust2693@email.com,+91-8093146603,3624,35-44,5.0,8.0,31336.329999999998,5.0,5.0,5.0,555,15.0,Champions
2694,Customer_2694,Male,57,Occasional,Goa,2021-05-05,cust2694@email.com,+91-9049305985,2732,55+,28.0,10.0,47362.85,5.0,5.0,5.0,555,15.0,Champions
2695,Customer_2695,Other,49,Regular,Mumbai,2021-10-30,cust2695@email.com,+91-7998635233,1693,45-54,294.0,6.0,21123.12,2.0,4.0,4.0,244,10.0,At Risk
2696,Customer_2696,Female,49,VIP,Chennai,2020-02-18,cust2696@email.com,+91-7359993773,2892,45-54,49.0,7.0,16232.54,5.0,5.0,3.0,553,13.0,Champions
2697,Customer_2697,Female,47,Regular,Mumbai,2021-09-02,cust2697@email.com,+91-8216621076,3811,45-54,133.0,13.0,54339.72,3.0,5.0,5.0,355,13.0,Loyal Customers
2698,Customer_2698,Male,69,Regular,Bangalore,2020-09-12,cust2698@email.com,+91-9569646059,4180,55+,258.0,6.0,14426.7,2.0,4.0,3.0,243,9.0,At Risk
2699,Customer_2699,Female,66,Occasional,Delhi,2021-02-21,cust2699@email.com,+91-9335306968,684,55+,408.0,4.0,10926.18,1.0,3.0,2.0,132,6.0,At Risk
2700,Customer_2700,Female,30,VIP,Bangalore,2021-07-22,cust2700@email.com,+91-8755124229,4340,25-34,103.0,7.0,25614.53,4.0,5.0,4.0,454,13.0,Champions
2701,Customer_2701,Female,18,New,Bangalore,2020-11-12,cust2701@email.com,+91-8107263953,2919,<25,101.0,5.0,22298.93,4.0,3.0,4.0,434,11.0,Loyal Customers
2702,Customer_2702,Other,51,VIP,Goa,2020-01-30,cust2702@email.com,+91-7811839103,3756,45-54,166.0,3.0,9122.07,3.0,2.0,1.0,321,6.0,Need Attention
2703,Customer_2703,Male,32,VIP,Bangalore,2020-08-05,cust2703@email.com,+91-7023491105,3283,25-34,373.0,3.0,16914.84,1.0,2.0,3.0,123,6.0,Lost / Hibernating
2704,Customer_2704,Male,61,Occasional,Chennai,2020-01-12,cust2704@email.com,+91-7030554742,4691,55+,118.0,2.0,12223.539999999999,3.0,1.0,2.0,312,6.0,Promising
2705,Customer_2705,Female,31,Regular,Bangalore,2021-02-17,cust2705@email.com,+91-9482435875,4026,25-34,22.0,8.0,24241.16,5.0,5.0,4.0,554,14.0,Champions
2706,Customer_2706,Female,46,Regular,Chennai,2020-01-26,cust2706@email.com,+91-9244294928,1156,45-54,654.0,5.0,23172.04,1.0,3.0,4.0,134,8.0,At Risk
2707,Customer_2707,Male,51,Occasional,Mumbai,2021-09-03,cust2707@email.com,+91-7506070001,3061,45-54,79.0,2.0,4909.02,4.0,1.0,1.0,411,6.0,New Customers
2708,Customer_2708,Male,35,VIP,Goa,2020-03-18,cust2708@email.com,+91-9232360156,4445,35-44,69.0,2.0,8829.69,4.0,1.0,1.0,411,6.0,New Customers
2709,Customer_2709,Male,24,Occasional,Chennai,2021-03-05,cust2709@email.com,+91-7030898225,2329,<25,97.0,3.0,5102.1,4.0,2.0,1.0,421,7.0,Potential Loyalists
2710,Customer_2710,Male,46,VIP,Bangalore,2020-12-21,cust2710@email.com,+91-8610741069,1292,45-54,171.0,8.0,23978.34,3.0,5.0,4.0,354,12.0,Loyal Customers
2711,Customer_2711,Female,48,Occasional,Goa,2020-04-12,cust2711@email.com,+91-9811254192,1884,45-54,27.0,7.0,33899.45,5.0,5.0,5.0,555,15.0,Champions
2712,Customer_2712,Female,42,Regular,Goa,2021-05-20,cust2712@email.com,+91-7882266582,1560,35-44,454.0,2.0,6190.81,1.0,1.0,1.0,111,3.0,Lost / Hibernating
2713,Customer_2713,Male,55,Regular,Chennai,2021-05-22,cust2713@email.com,+91-9953935626,983,55+,453.0,3.0,8481.65,1.0,2.0,1.0,121,4.0,Lost / Hibernating
2714,Customer_2714,Male,31,New,Chennai,2021-08-18,cust2714@email.com,+91-8356787523,2067,25-34,76.0,7.0,21557.23,4.0,5.0,4.0,454,13.0,Champions
2715,Customer_2715,Male,25,VIP,Delhi,2020-08-30,cust2715@email.com,+91-8755976246,1863,25-34,927.0,1.0,2112.81,1.0,1.0,1.0,111,3.0,Lost / Hibernating
2716,Customer_2716,Male,44,New,Delhi,2021-07-29,cust2716@email.com,+91-8555936898,1979,35-44,88.0,4.0,31326.76,4.0,3.0,5.0,435,12.0,Loyal Customers
2717,Customer_2717,Female,19,Regular,Goa,2020-09-23,cust2717@email.com,+91-7457771446,1736,<25,117.0,2.0,3461.2000000000003,3.0,1.0,1.0,311,5.0,Promising
2718,Customer_2718,Other,34,New,Delhi,2020-04-21,cust2718@email.com,+91-7664768939,2452,25-34,429.0,2.0,7080.12,1.0,1.0,1.0,111,3.0,Lost / Hibernating
2719,Customer_2719,Female,54,Regular,Bangalore,2020-12-15,cust2719@email.com,+91-8829963525,1918,45-54,207.0,4.0,32516.42,2.0,3.0,5.0,235,10.0,At Risk
2720,Customer_2720,Male,31,Regular,Mumbai,2020-11-02,cust2720@email.com,+91-9798497340,700,25-34,20.0,3.0,5501.53,5.0,2.0,1.0,521,8.0,Potential Loyalists
2721,Customer_2721,Female,42,New,Goa,2020-01-14,cust2721@email.com,+91-9514145814,4046,35-44,64.0,7.0,29245.11,4.0,5.0,5.0,455,14.0,Champions
2722,Customer_2722,Female,47,Regular,Mumbai,2020-06-18,cust2722@email.com,+91-8089344285,2073,45-54,87.0,4.0,69926.53,4.0,3.0,5.0,435,12.0,Loyal Customers
2723,Customer_2723,Female,46,VIP,Delhi,2020-09-06,cust2723@email.com,+91-8122287361,4661,45-54,253.0,5.0,14675.91,2.0,3.0,3.0,233,8.0,At Risk
2724,Customer_2724,Male,37,Regular,Chennai,2020-06-30,cust2724@email.com,+91-9302552969,3753,35-44,303.0,6.0,25861.66,2.0,4.0,4.0,244,10.0,At Risk
2725,Customer_2725,Male,38,Occasional,Goa,2020-02-21,cust2725@email.com,+91-8819182998,394,35-44,361.0,4.0,20578.36,1.0,3.0,4.0,134,8.0,At Risk
2726,Customer_2726,Male,39,New,Delhi,2021-05-23,cust2726@email.com,+91-9425240213,1956,35-44,23.0,8.0,31822.76,5.0,5.0,5.0,555,15.0,Champions
2727,Customer_2727,Male,52,Regular,Bangalore,2021-04-23,cust2727@email.com,+91-8570429425,3048,45-54,391.0,8.0,21060.26,1.0,5.0,4.0,154,10.0,Can't Lose Them
2728,Customer_2728,Male,54,VIP,Goa,2020-02-05,cust2728@email.com,+91-9628007501,3452,45-54,313.0,7.0,26542.579999999998,2.0,5.0,5.0,255,12.0,At Risk
2729,Customer_2729,Male,33,Regular,Goa,2020-05-01,cust2729@email.com,+91-8183523503,522,25-34,448.0,4.0,6934.41,1.0,3.0,1.0,131,5.0,At Risk
2730,Customer_2730,Female,67,Occasional,Chennai,2021-10-10,cust2730@email.com,+91-9923179238,1562,55+,21.0,3.0,9662.32,5.0,2.0,2.0,522,9.0,Potential Loyalists
2731,Customer_2731,Female,66,Regular,Goa,2020-07-12,cust2731@email.com,+91-8707052548,2909,55+,308.0,4.0,18736.39,2.0,3.0,3.0,233,8.0,At Risk
2732,Customer_2732,Male,60,Regular,Chennai,2020-10-01,cust2732@email.com,+91-7874857628,2849,55+,150.0,6.0,18435.67,3.0,4.0,3.0,343,10.0,Loyal Customers
2733,Customer_2733,Male,34,Regular,Delhi,2020-07-10,cust2733@email.com,+91-8774801423,549,25-34,255.0,5.0,10892.48,2.0,3.0,2.0,232,7.0,At Risk
2734,Customer_2734,Female,33,Regular,Bangalore,2020-01-12,cust2734@email.com,+91-9371272694,1468,25-34,96.0,6.0,19555.65,4.0,4.0,4.0,444,12.0,Champions
2735,Customer_2735,Female,19,New,Bangalore,2020-12-27,cust2735@email.com,+91-9394713470,832,<25,66.0,5.0,13068.43,4.0,3.0,2.0,432,9.0,Loyal Customers
2736,Customer_2736,Female,21,Occasional,Goa,2021-10-14,cust2736@email.com,+91-9072183247,4482,<25,171.0,8.0,21760.59,3.0,5.0,4.0,354,12.0,Loyal Customers
2737,Customer_2737,Other,38,Regular,Goa,2020-06-03,cust2737@email.com,+91-7767594840,1421,35-44,415.0,4.0,18354.94,1.0,3.0,3.0,133,7.0,At Risk
2738,Customer_2738,Female,56,Occasional,Delhi,2021-09-09,cust2738@email.com,+91-8590052587,285,55+,166.0,3.0,13329.43,3.0,2.0,2.0,322,7.0,Need Attention
2739,Customer_2739,Other,51,Regular,Chennai,2021-10-30,cust2739@email.com,+91-9401289703,2745,45-54,177.0,3.0,19836.97,3.0,2.0,4.0,324,9.0,Need Attention
2740,Customer_2740,Male,47,VIP,Bangalore,2020-06-20,cust2740@email.com,+91-9383326135,3765,45-54,22.0,5.0,15971.18,5.0,3.0,3.0,533,11.0,Loyal Customers
2741,Customer_2741,Male,23,New,Chennai,2020-08-02,cust2741@email.com,+91-9077734079,4464,<25,120.0,5.0,17386.36,3.0,3.0,3.0,333,9.0,Loyal Customers
2742,Customer_2742,Male,34,Occasional,Delhi,2021-06-08,cust2742@email.com,+91-8089966667,1445,25-34,367.0,3.0,11874.29,1.0,2.0,2.0,122,5.0,Lost / Hibernating
2743,Customer_2743,Male,56,New,Bangalore,2020-05-25,cust2743@email.com,+91-8317064971,1466,55+,107.0,5.0,23836.23,4.0,3.0,4.0,434,11.0,Loyal Customers
2744,Customer_2744,Male,42,Occasional,Bangalore,2020-07-01,cust2744@email.com,+91-9480992821,1776,35-44,259.0,5.0,11607.25,2.0,4.0,2.0,242,8.0,At Risk
2745,Customer_2745,Female,22,Regular,Mumbai,2021-08-01,cust2745@email.com,+91-8478999069,3655,<25,626.0,3.0,5832.97,1.0,2.0,1.0,121,4.0,Lost / Hibernating
2746,Customer_2746,Female,22,VIP,Delhi,2021-07-17,cust2746@email.com,+91-8709954268,914,<25,103.0,8.0,48773.590000000004,4.0,5.0,5.0,455,14.0,Champions
2747,Customer_2747,Female,37,Occasional,Delhi,2021-01-31,cust2747@email.com,+91-7592999772,287,35-44,59.0,5.0,18367.36,4.0,4.0,3.0,443,11.0,Champions
2748,Customer_2748,Male,33,VIP,Mumbai,2020-07-18,cust2748@email.com,+91-9831598303,4190,25-34,11.0,6.0,14082.36,5.0,4.0,3.0,543,12.0,Champions
2749,Customer_2749,Female,68,New,Chennai,2020-10-06,cust2749@email.com,+91-7511469461,2088,55+,232.0,6.0,19007.24,2.0,4.0,3.0,243,9.0,At Risk
2750,Customer_2750,Female,58,Occasional,Mumbai,2021-09-04,cust2750@email.com,+91-7986860232,4426,55+,557.0,4.0,13332.439999999999,1.0,3.0,2.0,132,6.0,At Risk
2751,Customer_2751,Male,54,New,Delhi,2020-02-05,cust2751@email.com,+91-8918110391,1804,45-54,424.0,2.0,4637.15,1.0,1.0,1.0,111,3.0,Lost / Hibernating
2752,Customer_2752,Female,57,New,Chennai,2021-06-05,cust2752@email.com,+91-7694904767,1178,55+,394.0,7.0,31038.44,1.0,5.0,5.0,155,11.0,Can't Lose Them
2753,Customer_2753,Male,26,Occasional,Bangalore,2020-05-14,cust2753@email.com,+91-7430693397,2551,25-34,426.0,3.0,13594.470000000001,1.0,2.0,2.0,122,5.0,Lost / Hibernating
2754,Customer_2754,Male,22,Occasional,Mumbai,2020-08-19,cust2754@email.com,+91-7921090693,4370,<25,105.0,2.0,6350.57,4.0,1.0,1.0,411,6.0,New Customers
2755,Customer_2755,Female,59,Regular,Chennai,2021-09-30,cust2755@email.com,+91-9183318911,1588,55+,396.0,3.0,11815.869999999999,1.0,2.0,2.0,122,5.0,Lost / Hibernating
2756,Customer_2756,Male,19,New,Chennai,2020-07-28,cust2756@email.com,+91-8720395994,1956,<25,140.0,5.0,19900.21,3.0,4.0,4.0,344,11.0,Loyal Customers
2757,Customer_2757,Male,26,VIP,Chennai,2020-10-02,cust2757@email.com,+91-8453579468,1775,25-34,100.0,6.0,27266.5,4.0,4.0,5.0,445,13.0,Champions
2758,Customer_2758,Female,60,Regular,Mumbai,2021-11-06,cust2758@email.com,+91-9364706816,4862,55+,151.0,2.0,8524.04,3.0,1.0,1.0,311,5.0,Promising
2759,Customer_2759,Female,53,Regular,Bangalore,2020-09-24,cust2759@email.com,+91-9637218862,987,45-54,130.0,5.0,32054.29,3.0,4.0,5.0,345,12.0,Loyal Customers
2760,Customer_2760,Male,39,Occasional,Chennai,2021-08-19,cust2760@email.com,+91-9993838759,1203,35-44,57.0,8.0,33266.27,4.0,5.0,5.0,455,14.0,Champions
2761,Customer_2761,Male,39,Regular,Mumbai,2020-07-25,cust2761@email.com,+91-9940181914,3330,35-44,568.0,3.0,4802.17,1.0,2.0,1.0,121,4.0,Lost / Hibernating
2762,Customer_2762,Male,39,Regular,Delhi,2020-11-02,cust2762@email.com,+91-7223565082,1119,35-44,18.0,6.0,23732.52,5.0,4.0,4.0,544,13.0,Champions
2763,Customer_2763,Female,51,Occasional,Mumbai,2020-09-21,cust2763@email.com,+91-7690364509,196,45-54,4.0,7.0,25381.56,5.0,5.0,4.0,554,14.0,Champions
2764,Customer_2764,Male,46,Regular,Mumbai,2020-06-03,cust2764@email.com,+91-8671187564,3975,45-54,121.0,4.0,7828.41,3.0,3.0,1.0,331,7.0,Loyal Customers
2765,Customer_2765,Male,55,Occasional,Mumbai,2021-11-03,cust2765@email.com,+91-9731069282,525,55+,61.0,6.0,25905.02,4.0,4.0,4.0,444,12.0,Champions
2766,Customer_2766,Female,63,Regular,Chennai,2020-06-08,cust2766@email.com,+91-7022723101,4727,55+,84.0,6.0,12809.15,4.0,4.0,2.0,442,10.0,Champions
2767,Customer_2767,Female,50,Regular,Mumbai,2020-09-15,cust2767@email.com,+91-7391222487,1410,45-54,41.0,10.0,35855.61,5.0,5.0,5.0,555,15.0,Champions
2768,Customer_2768,Male,35,VIP,Delhi,2020-02-13,cust2768@email.com,+91-7624180869,4503,35-44,295.0,3.0,12937.1,2.0,2.0,2.0,222,6.0,Need Attention
2769,Customer_2769,Female,24,Occasional,Chennai,2021-02-20,cust2769@email.com,+91-9025801466,1292,<25,111.0,4.0,8379.130000000001,4.0,3.0,1.0,431,8.0,Loyal Customers
2770,Customer_2770,Female,18,Regular,Delhi,2021-12-10,cust2770@email.com,+91-9578034538,1194,<25,13.0,8.0,11898.59,5.0,5.0,2.0,552,12.0,Champions
2771,Customer_2771,Male,50,Regular,Goa,2020-11-22,cust2771@email.com,+91-8869931869,1948,45-54,58.0,3.0,13741.66,4.0,2.0,2.0,422,8.0,Potential Loyalists
2772,Customer_2772,Male,18,Occasional,Mumbai,2021-04-16,cust2772@email.com,+91-7378561387,3655,<25,422.0,3.0,11856.789999999999,1.0,2.0,2.0,122,5.0,Lost / Hibernating
2773,Customer_2773,Female,41,Regular,Chennai,2021-12-29,cust2773@email.com,+91-7275223478,4786,35-44,108.0,6.0,23293.85,4.0,4.0,4.0,444,12.0,Champions
2774,Customer_2774,Male,21,Regular,Chennai,2021-05-23,cust2774@email.com,+91-8129971523,2217,<25,94.0,5.0,15896.96,4.0,4.0,3.0,443,11.0,Champions
2775,Customer_2775,Female,21,Regular,Mumbai,2020-05-19,cust2775@email.com,+91-7952495966,4254,<25,128.0,4.0,14086.619999999999,3.0,3.0,3.0,333,9.0,Loyal Customers
2776,Customer_2776,Male,35,New,Bangalore,2021-10-19,cust2776@email.com,+91-8592724766,3580,35-44,778.0,1.0,3467.79,1.0,1.0,1.0,111,3.0,Lost / Hibernating
2777,Customer_2777,Male,44,New,Bangalore,2021-11-16,cust2777@email.com,+91-7343768060,1017,35-44,81.0,6.0,40914.53,4.0,4.0,5.0,445,13.0,Champions
2778,Customer_2778,Male,60,New,Delhi,2020-10-25,cust2778@email.com,+91-9615759047,3153,55+,152.0,3.0,7465.38,3.0,2.0,1.0,321,6.0,Need Attention
2779,Customer_2779,Male,49,VIP,Mumbai,2021-01-14,cust2779@email.com,+91-7162157936,3590,45-54,67.0,6.0,27474.92,4.0,4.0,5.0,445,13.0,Champions
2780,Customer_2780,Male,50,VIP,Mumbai,2020-01-15,cust2780@email.com,+91-8650667644,4207,45-54,99.0,5.0,17455.94,4.0,4.0,3.0,443,11.0,Champions
2781,Customer_2781,Male,45,Occasional,Goa,2021-10-28,cust2781@email.com,+91-8720756561,4069,45-54,35.0,2.0,5238.9,5.0,1.0,1.0,511,7.0,New Customers
2782,Customer_2782,Female,59,Occasional,Bangalore,2020-06-26,cust2782@email.com,+91-9636962116,47,55+,678.0,4.0,12020.9,1.0,3.0,2.0,132,6.0,At Risk
2783,Customer_2783,Other,58,Regular,Bangalore,2021-11-01,cust2783@email.com,+91-9818251159,3663,55+,156.0,6.0,26459.5,3.0,4.0,5.0,345,12.0,Loyal Customers
2784,Customer_2784,Female,53,Occasional,Mumbai,2021-10-23,cust2784@email.com,+91-9237701770,4471,45-54,527.0,4.0,9094.91,1.0,3.0,1.0,131,5.0,At Risk
2785,Customer_2785,Female,23,New,Delhi,2020-09-05,cust2785@email.com,+91-8230375990,827,<25,289.0,7.0,29503.08,2.0,5.0,5.0,255,12.0,At Risk
2786,Customer_2786,Male,33,Occasional,Mumbai,2021-11-30,cust2786@email.com,+91-9566125120,4722,25-34,132.0,3.0,7632.75,3.0,2.0,1.0,321,6.0,Need Attention
2787,Customer_2787,Other,51,Occasional,Delhi,2021-03-14,cust2787@email.com,+91-7246801831,2089,45-54,135.0,4.0,14702.94,3.0,3.0,3.0,333,9.0,Loyal Customers
2788,Customer_2788,Male,40,Regular,Bangalore,2020-11-09,cust2788@email.com,+91-7752783751,2056,35-44,189.0,5.0,19823.14,3.0,4.0,4.0,344,11.0,Loyal Customers
2789,Customer_2789,Female,67,Occasional,Goa,2021-07-01,cust2789@email.com,+91-9750030242,818,55+,287.0,5.0,18083.92,2.0,4.0,3.0,243,9.0,At Risk
2790,Customer_2790,Other,59,VIP,Chennai,2021-08-16,cust2790@email.com,+91-9123296018,4752,55+,247.0,6.0,12128.78,2.0,4.0,2.0,242,8.0,At Risk
2791,Customer_2791,Female,41,New,Bangalore,2020-03-16,cust2791@email.com,+91-8885370603,3984,35-44,25.0,7.0,30198.33,5.0,5.0,5.0,555,15.0,Champions
2792,Customer_2792,Other,66,Regular,Delhi,2020-03-11,cust2792@email.com,+91-7046000830,3680,55+,123.0,6.0,16232.69,3.0,4.0,3.0,343,10.0,Loyal Customers
2793,Customer_2793,Female,30,New,Mumbai,2020-10-28,cust2793@email.com,+91-7866326003,1811,25-34,92.0,6.0,24674.93,4.0,4.0,4.0,444,12.0,Champions
2794,Customer_2794,Male,35,Occasional,Bangalore,2020-12-14,cust2794@email.com,+91-9821296252,4885,35-44,67.0,7.0,21209.75,4.0,5.0,4.0,454,13.0,Champions
2795,Customer_2795,Male,30,New,Goa,2020-12-06,cust2795@email.com,+91-9225451403,3114,25-34,167.0,8.0,30675.489999999998,3.0,5.0,5.0,355,13.0,Loyal Customers
2796,Customer_2796,Female,66,Occasional,Delhi,2020-09-29,cust2796@email.com,+91-8228388623,1629,55+,214.0,4.0,19069.77,2.0,3.0,3.0,233,8.0,At Risk
2797,Customer_2797,Male,54,Occasional,Mumbai,2020-12-11,cust2797@email.com,+91-7836429847,1543,45-54,3.0,6.0,24122.9,5.0,4.0,4.0,544,13.0,Champions
2798,Customer_2798,Female,60,Occasional,Chennai,2020-12-13,cust2798@email.com,+91-7144351055,3579,55+,514.0,6.0,22099.98,1.0,4.0,4.0,144,9.0,Can't Lose Them
2799,Customer_2799,Other,56,VIP,Delhi,2021-10-11,cust2799@email.com,+91-9574896934,1904,55+,333.0,2.0,4352.18,2.0,1.0,1.0,211,4.0,About to Sleep
2800,Customer_2800,Male,59,New,Mumbai,2020-02-02,cust2800@email.com,+91-9192786308,1436,55+,304.0,6.0,9029.78,2.0,4.0,1.0,241,7.0,At Risk
2801,Customer_2801,Female,34,Regular,Chennai,2020-02-24,cust2801@email.com,+91-9215402672,3317,25-34,76.0,8.0,27327.11,4.0,5.0,5.0,455,14.0,Champions
2802,Customer_2802,Female,32,Regular,Mumbai,2020-06-28,cust2802@email.com,+91-9999818762,3520,25-34,52.0,7.0,29006.010000000002,5.0,5.0,5.0,555,15.0,Champions
2803,Customer_2803,Female,35,New,Chennai,2021-08-18,cust2803@email.com,+91-7995019253,3059,35-44,83.0,4.0,18506.07,4.0,3.0,3.0,433,10.0,Loyal Customers
2804,Customer_2804,Other,40,Occasional,Chennai,2020-03-03,cust2804@email.com,+91-9642220886,4116,35-44,30.0,7.0,25063.02,5.0,5.0,4.0,554,14.0,Champions
2805,Customer_2805,Female,68,Occasional,Chennai,2021-01-10,cust2805@email.com,+91-7727923480,998,55+,192.0,8.0,17078.579999999998,3.0,5.0,3.0,353,11.0,Loyal Customers
2806,Customer_2806,Other,47,Occasional,Mumbai,2021-09-02,cust2806@email.com,+91-9894912687,1431,45-54,153.0,4.0,21878.44,3.0,3.0,4.0,334,10.0,Loyal Customers
2807,Customer_2807,Female,51,Regular,Chennai,2021-07-03,cust2807@email.com,+91-7154881394,4552,45-54,39.0,5.0,9381.43,5.0,4.0,2.0,542,11.0,Champions
2808,Customer_2808,Male,21,New,Delhi,2020-06-30,cust2808@email.com,+91-8545071541,3061,<25,112.0,4.0,16505.49,4.0,3.0,3.0,433,10.0,Loyal Customers
2809,Customer_2809,Male,20,VIP,Goa,2020-11-25,cust2809@email.com,+91-8027599387,264,<25,384.0,9.0,40942.07,1.0,5.0,5.0,155,11.0,Can't Lose Them
2810,Customer_2810,Female,24,Regular,Goa,2020-07-09,cust2810@email.com,+91-9813285701,3731,<25,103.0,7.0,24148.04,4.0,5.0,4.0,454,13.0,Champions
2811,Customer_2811,Male,35,Regular,Chennai,2021-08-24,cust2811@email.com,+91-7001233817,2274,35-44,555.0,3.0,13120.05,1.0,2.0,2.0,122,5.0,Lost / Hibernating
2812,Customer_2812,Female,59,New,Goa,2021-05-18,cust2812@email.com,+91-7676220116,3875,55+,229.0,4.0,9016.85,2.0,3.0,1.0,231,6.0,At Risk
2813,Customer_2813,Female,24,Regular,Goa,2021-12-29,cust2813@email.com,+91-7372987009,3317,<25,566.0,4.0,11181.43,1.0,3.0,2.0,132,6.0,At Risk
